model,host,size,kind,name,samples,ms
invariant,192000,0,delay,rightApf1,3905.25,20.3398
invariant,192000,0,delay,rightDelay1,18137,94.4637
invariant,192000,0,delay,rightApf2,11423.3,59.4962
invariant,192000,0,delay,rightDelay2,13603.8,70.8534
invariant,192000,0,delay,inApf1,909.647,4.73774
invariant,192000,0,delay,inApf2,690.299,3.59531
invariant,192000,0,delay,inApf3,2445.08,12.7348
invariant,192000,0,delay,inApf4,1787.04,9.30748
invariant,192000,0,tap,L_DELAY1_T1,1144,5.95833
invariant,192000,0,tap,L_DELAY1_T2,12790,66.6146
invariant,192000,0,tap,L_APF2_T,8227,42.849
invariant,192000,0,tap,L_DELAY2_T,8584,44.7083
invariant,192000,0,tap,R_DELAY1_T,8558,44.5729
invariant,192000,0,tap,R_APF2_T,804,4.1875
invariant,192000,0,tap,R_DELAY2_T,4584,23.875
invariant,192000,1,delay,leftApf1,5780.45,30.1065
invariant,192000,1,delay,leftDelay1,38304.1,199.5
invariant,192000,1,delay,leftApf2,15483.4,80.6425
invariant,192000,1,delay,leftDelay2,31998.9,166.661
invariant,192000,1,delay,rightApf1,7810.49,40.6796
invariant,192000,1,delay,rightDelay1,36274.1,188.927
invariant,192000,1,delay,rightApf2,22846.5,118.992
invariant,192000,1,delay,rightDelay2,27207.7,141.707
invariant,192000,1,delay,inApf1,909.647,4.73774
invariant,192000,1,delay,inApf2,690.299,3.59531
invariant,192000,1,delay,inApf3,2445.08,12.7348
invariant,192000,1,delay,inApf4,1787.04,9.30748
invariant,192000,1,tap,L_DELAY1_T1,1144,5.95833
invariant,192000,1,tap,L_DELAY1_T2,12790,66.6146
invariant,192000,1,tap,L_APF2_T,8227,42.849
invariant,192000,1,tap,L_DELAY2_T,8584,44.7083
invariant,192000,1,tap,R_DELAY1_T,8558,44.5729
invariant,192000,1,tap,R_APF2_T,804,4.1875
invariant,192000,1,tap,R_DELAY2_T,4584,23.875
invariant,192000,2,delay,leftApf1,11560.9,60.213
invariant,192000,2,delay,leftDelay1,76608.2,399.001
invariant,192000,2,delay,leftApf2,30966.7,161.285
invariant,192000,2,delay,leftDelay2,63997.9,333.322
invariant,192000,2,delay,rightApf1,15621,81.3593
invariant,192000,2,delay,rightDelay1,72548.1,377.855
invariant,192000,2,delay,rightApf2,45693.1,237.985
invariant,192000,2,delay,rightDelay2,54415.4,283.413
invariant,192000,2,delay,inApf1,909.647,4.73774
invariant,192000,2,delay,inApf2,690.299,3.59531
invariant,192000,2,delay,inApf3,2445.08,12.7348
invariant,192000,2,delay,inApf4,1787.04,9.30748
invariant,192000,2,tap,L_DELAY1_T1,1144,5.95833
invariant,192000,2,tap,L_DELAY1_T2,12790,66.6146
invariant,192000,2,tap,L_APF2_T,8227,42.849
invariant,192000,2,tap,L_DELAY2_T,8584,44.7083
invariant,192000,2,tap,R_DELAY1_T,8558,44.5729
invariant,192000,2,tap,R_APF2_T,804,4.1875
invariant,192000,2,tap,R_DELAY2_T,4584,23.875
